From_Port_Code,To_Port_Code
CNSHK,VNVUT
VNVUT,SGSIN
ESVLC,ESBCN
ESBCN,FRFOS
FRFOS,MTMLA
INNSA,INMUN
INMUN,OMSOH
OMSOH,MAPTM
GHTEM,NGAPP
NGAPP,ZACPT
ZACPT,ZAZBA
INMUN,INNSA
GHTEM,NGAPP
VNHPH,CNNBG
CNNBG,JPYOK
USORF,USCHS
USCHS,USSAV
USSAV,USMIA
GUPIT,MPSPN
JPHKT,JPYOK
GUPIT,MPSPN
JPHKT,JPYOK
GUPIT,MPSPN
JPHKT,JPYOK
GUPIT,MPSPN
JPHKT,JPYOK
GUPIT,MPSPN
JPHKT,JPYOK
GUPIT,MPSPN
JPHKT,JPYOK
GUPIT,MPSPN
JPHKT,JPYOK
CNSHK,CNNSA
IDSRG,IDSUB
IDSUB,SGSIN
SGSIN,MYPKG
CNSHK,CNNSA
IDSRG,IDSUB
IDSUB,SGSIN
SGSIN,MYPKG
CNSHK,CNNSA
IDSRG,IDSUB
IDSUB,SGSIN
SGSIN,MYPKG
CNSHK,CNNSA
IDSRG,IDSUB
IDSUB,SGSIN
SGSIN,MYPKG
CNSHK,CNNSA
IDSRG,IDSUB
USNYC,USORF
USORF,USSAV
USSAV,USCHS
PKBQM,INNSA
INNSA,INMUN
INMUN,LKCMB
USNYC,USORF
USORF,USSAV
CNNBG,SGSIN
GBSOU,FRDKK
FRDKK,PLGDN
PLGDN,FRLEH
FRLEH,GBSOU
GBSOU,MYPKG
CNNBG,SGSIN
SGSIN,MAPTM
GBSOU,FRDKK
FRDKK,PLGDN
PLGDN,FRLEH
CNTAO,CNNBG
CNNBG,CNNSA
CNNSA,MYTPP
MYTPP,SGSIN
CMKBI,NAWVB
NAWVB,SGSIN
CNNSA,MYTPP
MYTPP,SGSIN
CMKBI,NAWVB
NAWVB,SGSIN
CNTAO,CNNBG
CNNBG,CNNSA
CNNSA,MYTPP
MYTPP,SGSIN
MXVER,MXATM
MXATM,USHOU
USHOU,USMSY
GBSOU,BEANR
BEANR,DEBRV
MXVER,MXATM
MXATM,USHOU
USHOU,USMSY
BRIBB,BRSSZ
BRSSZ,BRRIO
BRRIO,BRSSA
BRSSA,COCTG
COCTG,COTRB
COTRB,JMKIN
MXVER,MXATM
MXATM,USHOU
USHOU,USMSY
USMSY,DOCAU
DOCAU,COCTG
BRSSZ,BRPNG
BRPNG,BRIBB
BRIBB,BRSSZ
BRSSZ,BRRIO
BRRIO,BRSSA
BRSSA,COCTG
COCTG,COTRB
COTRB,JMKIN
MXVER,MXATM
AUSYD,AUMEL
AUMEL,AUADL
AUADL,AUFRE
JPHKT,JPYOK
JPHKT,JPYOK
JPHKT,JPYOK
JPHKT,JPYOK
JPHKT,JPYOK
JPHKT,JPYOK
PKBQM,INNSA
INNSA,INMUN
INMUN,LKCMB
USNYC,USORF
USORF,USSAV
USSAV,USCHS
CNTAO,CNNBG
CNNBG,CNSHK
CNSHK,SGSIN
INNSA,INMUN
INMUN,PKKHI
PKKHI,SGSIN
VNHPH,CNXMN
CNXMN,CNNSA
SGSIN,MYPKG
CNSHK,CNNSA
IDSRG,IDSUB
IDSUB,SGSIN
SGSIN,MYPKG
CNSHK,CNNSA
IDSRG,IDSUB
IDSUB,SGSIN
SGSIN,MYPKG
CNSHK,CNNSA
IDSRG,IDSUB
IDSUB,SGSIN
SGSIN,MYPKG
CNSHK,CNNSA
IDSRG,IDSUB
IDSUB,SGSIN
SGSIN,MYPKG
CNSHK,CNNSA
PKKHI,SGSIN
VNHPH,CNXMN
CNXMN,CNNSA
USLAX,KRKAN
CNTAO,CNNBG
CNNBG,CNSHK
CNSHK,SGSIN
INNSA,INMUN
INMUN,PKKHI
MTMLA,MYPKG
CNTAO,CNNBG
CNNBG,CNXMN
CNXMN,CNNSA
CNNSA,CNSHK
CNSHK,VNVUT
VNVUT,SGSIN
CYLMS,LBBEY
LBBEY,TRMER
TRMER,MTMLA
LYMRA,MTMLA
GRSKG,GRPIR
GRPIR,CYLMS
CYLMS,LBBEY
LBBEY,TRMER
TRMER,MTMLA
LYMRA,MTMLA
GRSKG,GRPIR
GRPIR,CYLMS
CYLMS,LBBEY
LBBEY,TRMER
TRMER,MTMLA
LYMRA,MTMLA
PECLL,CLSAI
CLSAI,COBUN
COBUN,ECPSJ
ECPSJ,JPYOK
CNTAO,CNNBG
CNTAO,CNNBG
CNNBG,CNNSA
CNNSA,MYTPP
MYTPP,SGSIN
CMKBI,NAWVB
NAWVB,SGSIN
CNTAO,CNNBG
CNNBG,CNNSA
CNNSA,MYTPP
AUSYD,AUADL
AUADL,AUFRE
AUFRE,SGSIN
SGSIN,INENR
INENR,LKCMB
USLAX,USOAK
VNHPH,MYPKG
MYPKG,SGSIN
SGSIN,LKCMB
CNNBG,SGSIN
SGSIN,MAPTM
GBSOU,FRDKK
FRDKK,PLGDN
PLGDN,FRLEH
FRLEH,GBSOU
INMUN,INNSA
INNSA,LKCMB
LKCMB,MAPTM
GBSOU,DEHAM
DEHAM,BEANR
BEANR,FRLEH
FRLEH,ESALG
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDSUB,IDSRI
IDSUB,IDSRI
IDSUB,IDSRI
IDSUB,IDSRI
IDSUB,IDSRI
IDSUB,IDSRI
IDSUB,IDSRI
IDSUB,IDSRI
INCOK,LKCMB
INKAT,INVTZ
INVTZ,INKAT
INKAT,LKCMB
LKCMB,INCOK
INCOK,INIXE
VNVUT,VNSGN
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
IDBPN,IDSRI
VNVUT,VNSGN
FRLEH,GBSOU
GBSOU,MYPKG
CNNBG,SGSIN
SGSIN,MAPTM
CNSHK,CNNBG
CNNBG,CNTXG
CNTXG,CNTAO
MXZLO,CNSHK
CNSHK,CNNBG
CNNBG,CNTXG
CNTXG,CNTAO
GBSOU,FRDKK
FRDKK,PLGDN
PLGDN,FRLEH
FRLEH,GBSOU
GBSOU,MYPKG
CNNBG,SGSIN
CNNBG,CNSHK
CNSHK,SGSIN
INNSA,INMUN
INMUN,PKKHI
PKKHI,SGSIN
CNTAO,CNNBG
CNNBG,CNSHK
CNSHK,SGSIN
INNSA,INMUN
INMUN,PKKHI
PKKHI,LKCMB
LKCMB,SGSIN
NOHAU,NOSVG
NOSVG,NOBGO
NOHAU,NOSVG
NOSVG,NOBGO
NOHAU,NOSVG
NOSVG,NOBGO
NOSVG,NOHAU
NOHAU,NOBGO
NOSVG,NOHAU
NOHAU,NOBGO
NOSVG,NOHAU
NOHAU,NOBGO
NOSVG,NOHAU
NOHAU,NOBGO
NOSVG,NOHAU
NOHAU,NOBGO
NOSVG,NOHAU
NOHAU,NOBGO
NOSVG,NOHAU
NOHAU,NOBGO
NOSVG,NOHAU
NOHAU,NOBGO
NOSVG,NOHAU
NOHAU,NOBGO
NOSVG,NOHAU
NOHAU,NOBGO
NOSVG,NOHAU
NOHAU,NOBGO
GBSOU,BEANR
BEANR,DEBRV
MXVER,MXATM
MXATM,USHOU
USHOU,USMSY
GBSOU,BEANR
BEANR,DEBRV
ITLIV,ITGOA
ITGOA,FRFOS
FRFOS,ESALG
ESALG,MAPTM
MAPTM,ESVGO
ITLIV,ITGOA
ITGOA,FRFOS
FRFOS,ESSAG
ESSAG,ESALG
ESALG,MAPTM
MAPTM,ESVGO
ITLIV,ITGOA
PHSFS,PHBTG
PHBTG,PHMNL
JPSDJ,JPTYO
JPTYO,JPMOJ
JPMOJ,CNXMN
CNXMN,CNSWA
CNSWA,CNSHK
CNSHK,CNNSA
PHSFS,PHBTG
PHBTG,PHMNL
JPSDJ,JPTYO
JPTYO,JPMOJ
JPMOJ,CNXMN
CNXMN,CNSWA
CNSWA,CNSHK
CNSHK,CNNSA
PHSFS,PHBTG
PHBTG,PHMNL
JPSDJ,JPTYO
JPTYO,JPMOJ
JPMOJ,CNXMN
CNXMN,CNSWA
CNSWA,CNSHK
CNSHK,CNNSA
PHSFS,PHBTG
PHBTG,PHMNL
IDSUB,IDBIT
IDSUB,IDBIT
IDSUB,IDBIT
IDSUB,IDBIT
IDSUB,IDBIT
DKAAR,FORVK
ISREY,ISGRT
ISGRT,ISREY
ISREY,ISVES
ISVES,FORVK
FORVK,DKAAR
DKAAR,FORVK
ISREY,ISGRT
ISGRT,ISREY
ISREY,ISVES
ISVES,FORVK
FORVK,DKAAR
DKAAR,FORVK
ISREY,ISGRT
ISGRT,ISREY
ISREY,ISVES
ISVES,FORVK
FORVK,DKAAR
DKAAR,FORVK
ISREY,ISGRT
ISGRT,ISREY
ISREY,ISVES
ISVES,FORVK
FORVK,DKAAR
DKAAR,FORVK
ISREY,ISGRT
ISGRT,ISREY
ISREY,ISVES
ISVES,FORVK
FORVK,DKAAR
DKAAR,FORVK
ISREY,ISGRT
ISGRT,ISREY
ISREY,ISVES
ISVES,FORVK
FORVK,DKAAR
DKAAR,FORVK
ISREY,ISGRT
ISGRT,ISREY
ISREY,ISVES
ISVES,FORVK
JMKIN,JMMBJ
JMMBJ,HTLFF
HTLFF,HTCAP
JMKIN,JMMBJ
JMMBJ,HTLFF
HTLFF,HTCAP
JMKIN,HTLFF
HTLFF,HTCAP
JMKIN,HTLFF
HTLFF,HTCAP
JMKIN,HTLFF
HTLFF,HTCAP
JMKIN,HTLFF
HTLFF,HTCAP
JMKIN,JMMBJ
JMMBJ,HTLFF
HTLFF,HTCAP
JMKIN,HTLFF
HTLFF,HTCAP
JMKIN,JMMBJ
JMMBJ,HTLFF
HTLFF,HTCAP
JMKIN,HTLFF
HTLFF,HTCAP
CNTAO,CNSWA
CNSWA,CNSHK
CNSHK,MYPKG
MYPEN,MYPKG
MYPKG,SGSIN
SGSIN,CNNSA
CNNSA,CNTAO
CNTXG,CNTAO
CNTAO,CNNBG
CNNBG,CNSWA
CNSWA,CNSHK
CNSHK,MYPKG
MYPEN,MYPKG
MYPKG,SGSIN
SGSIN,CNNSA
CNNSA,CNTAO
CNTXG,CNTAO
NICIO,CRCAL
NICIO,CRCAL
NICIO,CRCAL
NICIO,CRCAL
NICIO,CRCAL
PHDVO,PHCGY
PHCGY,PHCEB
CNSHK,CNNSA
PHCEB,PHDVO
PHDVO,PHCGY
CNSHK,CNNSA
PHCEB,PHDVO
PHDVO,PHCGY
CNSHK,CNNSA
PHCEB,PHDVO
PHDVO,PHCGY
CNSHK,CNNSA
PHCEB,PHDVO
PHDVO,PHCGY
CNSHK,CNNSA
PHCEB,PHDVO
PHDVO,PHCGY
CNSHK,CNNSA
PHCEB,PHDVO
PHDVO,PHCGY
CNSHK,CNNSA
JPSDJ,JPTYO
JPTYO,JPMOJ
JPMOJ,CNXMN
CNXMN,CNSWA
CNSWA,CNSHK
CNSHK,CNNSA
PHSFS,PHBTG
PHBTG,PHMNL
JPSDJ,JPTYO
JPTYO,JPMOJ
JPMOJ,CNXMN
CNXMN,CNSWA
CNSWA,CNSHK
CNSHK,CNNSA
PHSFS,PHBTG
PHBTG,PHMNL
JPSDJ,JPTYO
JPTYO,JPMOJ
JPMOJ,CNXMN
CNXMN,CNSWA
CNSWA,CNSHK
CNSHK,CNNSA
PHSFS,PHBTG
PHBTG,PHMNL
JPSDJ,JPTYO
JPTYO,JPMOJ
JPMOJ,CNXMN
CNXMN,CNSWA
CNSWA,CNSHK
ITGOA,FRMRS
FRMRS,ITSPE
ITSPE,ITLIV
ITLIV,ITNAP
ITNAP,ITSAL
ITSAL,MTMLA
TRALI,TRGEM
TRGEM,TRIZT
TRIZT,TRAVC
TRAVC,MTMLA
ITGOA,FRMRS
FRMRS,ITSPE
ITSPE,ITLIV
ITLIV,ITNAP
ITNAP,ITSAL
ITSAL,MTMLA
ITGOA,FRMRS
FRMRS,ITSPE
ITSPE,ITLIV
ITLIV,ITNAP
ITNAP,ITSAL
ITSAL,MTMLA
TRALI,TRGEM
TRGEM,TRIZT
TRIZT,TRAVC
TRAVC,MTMLA
PTLEI,MAPTM
DZSKI,MTMLA
DZAZW,ESALG
TNSUS,MTMLA
JPNAO,JPAXT
JPNAO,JPAXT
JPAXT,JPKIJ
JPNAO,JPAXT
JPNAO,JPAXT
JPNAO,JPAXT
JPNAO,JPAXT
JPNAO,JPAXT
JPNAO,JPAXT
JPNAO,JPAXT
JPNAO,JPAXT
JPNAO,JPAXT
JPNAO,JPAXT
JPNAO,JPAXT
PTCNL,PTLEI
PTCNL,PTLEI
PTCNL,PTLEI
PTCNL,PTLEI
PTCNL,PTLEI
PTCNL,PTLEI
PTCNL,PTLEI
PTCNL,PTLEI
PTCNL,PTLEI
PTCNL,PTLEI
PTCNL,PTLEI
PTCNL,PTLEI
PTCNL,PTLEI
PTCNL,PTLEI
ESALG,MAPTM
GWOXB,GMBJL
ESALG,MAPTM
GWOXB,GMBJL
ESALG,MAPTM
CVRAI,GWOXB
BEANR,BEZEE
BEZEE,IEDUB
BEANR,BEZEE
BEZEE,IEDUB
BEANR,BEZEE
BEZEE,IEDUB
BEANR,BEZEE
BEZEE,IEDUB
BEANR,BEZEE
BEZEE,IEDUB
BEANR,BEZEE
BEZEE,IEDUB
BEANR,BEZEE
BEZEE,IEDUB
BEANR,BEZEE
BEZEE,IEDUB
BEANR,BEZEE
BEZEE,IEDUB
BEANR,BEZEE
BEZEE,IEDUB
BEANR,BEZEE
BEZEE,IEDUB
BEANR,BEZEE
BEZEE,IEDUB
BEANR,BEZEE
BEZEE,IEDUB
BEANR,BEZEE
BEZEE,IEDUB
ESALG,MAPTM
MAPTM,ESGIJ
ESGIJ,ESBIO
JPSDJ,JPTYO
JPTYO,CNFUG
CNFUG,CNXMN
CNXMN,CNSWA
CNSWA,CNSHK
CNSHK,CNNSA
PHSFS,PHBTG
PHBTG,PHMNL
JPSDJ,JPTYO
JPTYO,JPMOJ
JPMOJ,CNXMN
CNXMN,CNSWA
CNSWA,CNSHK
CNSHK,CNNSA
PHSFS,PHBTG
PHBTG,PHMNL
JPSDJ,JPTYO
JPTYO,JPMOJ
JPMOJ,CNXMN
CNXMN,CNSWA
CNSWA,CNSHK
CNSHK,CNNSA
PHSFS,PHBTG
PHBTG,PHMNL
JPSDJ,JPTYO
VUSAN,VUVLI
NZTRG,NZAKL
NZAKL,NCNOU
NCNOU,AUBNE
PGMTK,PGLAE
PGLAE,SBHIR
SBHIR,VUSAN
VUSAN,VUVLI
NZTRG,NZAKL
NZAKL,NCNOU
NCNOU,AUBNE
PGMTK,PGLAE
PGLAE,PGKIM
PGKIM,PGRAB
PGRAB,SBHIR
SBHIR,VUSAN
VUSAN,VUVLI
SGSIN,MYTPP
MYTPP,REPDG
MZMPM,MZBEW
SGSIN,MYTPP
MYTPP,REPDG
MZMPM,MZBEW
IDSRG,SGSIN
CNCGU,CNTAG
CNCGU,CNTAG
CNCGU,CNTAG
CNCGU,CNTAG
CNCGU,CNTAG
CNCGU,CNTAG
CNCGU,CNTAG
CNCGU,CNTAG
CNCGU,CNTAG
CNCGU,CNTAG
CNCGU,CNTAG
CNCGU,CNTAG
ITLIV,ITGOA
ITGOA,FRFOS
FRFOS,ESSAG
ESSAG,ESALG
ESALG,MAPTM
MAPTM,ESVGO
ITLIV,ITGOA
ITGOA,FRFOS
FRFOS,ESSAG
ESSAG,ESALG
ESALG,MAPTM
MAPTM,ESVGO
CNXMN,VNHPH
VNHPH,CNYPG
CNNSA,CNXMN
CNXMN,CNTAO
CNTAO,CNNBG
CNNBG,MXZLO
JPUKB,JPNGO
JPNGO,JPYOK
JPYOK,CNXMN
DEHAM,GBSOU
GRPIR,TRMER
TRMER,SYLTK
SYLTK,LBBEY
LBBEY,EGALY
ITSAL,ITGOA
ITGOA,ITSPE
ITSPE,ESBCN
ESBCN,MACAS
MACAS,PTLEI
PTLEI,PTSET
ESBCN,FRMRS
FRMRS,ITSPE
ITSPE,ITGOA
ITGOA,ITSAL
ITSAL,GRPIR
GRPIR,LBBEY
LBBEY,SYLTK
SYLTK,TRMER
TRMER,EGALY
ITSAL,ITGOA
ITGOA,ITSPE
ITSPE,ESBCN
ESBCN,MACAS
MACAS,PTLEI
PTLEI,PTSET
ESBCN,FRMRS
FRMRS,ITSPE
ITSPE,ITGOA
ITGOA,ITSAL
ITSAL,GRPIR
GRPIR,GRSKG
GRSKG,TRAVC
TRALI,TRAVC
TRAVC,GRPIR
GRPIR,ITSAL
USNYC,USORF
USORF,USSAV
TRALI,TRAVC
TRAVC,GRPIR
GRPIR,ITSAL
USNYC,USORF
USORF,USSAV
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
NGTIN,NGAPP
NGLKK,NGTIN
GBLGP,GBLIV
GBLIV,IEDUB
GBLGP,IEDUB
IEDUB,GBLIV
GBLGP,GBLIV
GBLIV,IEDUB
GBLGP,IEDUB
IEDUB,GBLIV
GBLGP,GBLIV
GBLIV,IEDUB
GBLGP,IEDUB
IEDUB,GBLIV
GBLGP,GBLIV
GBLIV,IEDUB
GBLGP,IEDUB
IEDUB,GBLIV
GBLGP,GBLIV
GBLIV,IEDUB
GBLIV,IEDUB
GBLGP,IEDUB
IEDUB,GBLIV
GBLGP,GBLIV
GBLIV,IEDUB
GBLGP,IEDUB
IEDUB,GBLIV
GBLGP,GBLIV
GBLIV,IEDUB
GBLGP,IEDUB
IEDUB,GBLIV
GBLGP,GBLIV
GBLIV,IEDUB
GBLGP,IEDUB
IEDUB,GBLIV
GBLGP,GBLIV
GBLIV,IEDUB
GBSOU,GBLGP
GBLGP,GBSSH
GBSSH,GBTEE
GBLGP,GBSSH
GBSSH,GBTEE
GBLGP,GBSSH
GBSSH,GBTEE
GBLGP,GBSSH
GBSSH,GBTEE
GBLGP,GBSSH
GBSSH,GBTEE
GBLGP,GBSSH
GBSSH,GBTEE
GBLGP,GBSSH
GBSSH,GBTEE
GBLGP,GBSSH
GBSSH,GBTEE
GBLGP,GBSSH
GBSSH,GBTEE
GBLGP,GBSSH
GBSSH,GBTEE
GBLGP,GBSSH
GBSSH,GBTEE
GBIMM,GBGRG
GBIMM,GBGRG
GBIMM,GBGRG
GBIMM,GBGRG
GBIMM,GBGRG
GBIMM,GBGRG
GBIMM,GBGRG
GBIMM,GBGRG
GBIMM,GBGRG
GBIMM,GBGRG
GBIMM,GBGRG
GBIMM,GBGRG
GBIMM,GBGRG
GBLGP,GBLIV
GBLGP,IEDUB
IEDUB,GBLIV
GBLGP,GBLIV
GBLIV,IEDUB
GBLGP,IEDUB
IEDUB,GBLIV
GBLGP,GBLIV
GBLIV,IEDUB
GBLGP,IEDUB
IEDUB,GBLIV
GBLGP,GBLIV
GBLIV,IEDUB
GBLGP,IEDUB
IEDUB,GBLIV
GBLGP,GBLIV
GBLIV,IEDUB
GBLGP,IEDUB
IEDUB,GBLIV
GBLGP,GBLIV
GBLIV,GBBEL
GBBEL,IEDUB
GBLIV,GBBEL
GBBEL,IEDUB
GBLIV,GBBEL
GBBEL,IEDUB
GBLIV,GBBEL
GBBEL,IEDUB
GBLIV,GBBEL
GBBEL,IEDUB
GBLIV,GBBEL
GBBEL,IEDUB
GBLIV,GBBEL
GBBEL,IEDUB
GBLIV,GBBEL
GBBEL,IEDUB
GBLIV,GBBEL
GBBEL,IEDUB
GBLIV,GBBEL
GBBEL,IEDUB
GBLIV,GBBEL
GBBEL,IEDUB
GBLIV,GBBEL
GBBEL,IEDUB
GBLIV,GBBEL
GBBEL,IEDUB
GBLIV,GBBEL
GBBEL,IEDUB
BJCOO,ZAZBA
ZAZBA,SGSIN
MAPTM,ESALG
GHTEM,NGLKK
VNUIH,VNDAD
VNUIH,VNDAD
VNUIH,VNDAD
VNUIH,VNDAD
VNUIH,VNDAD
VNUIH,VNDAD
VNUIH,VNDAD
VNUIH,VNDAD
VNUIH,VNDAD
GQBSG,CMDLA
GQBSG,CMDLA
GQBSG,CMDLA
GQBSG,CMDLA
GQBSG,CMDLA
GQBSG,CMDLA
GQBSG,CMDLA
GQBSG,CMDLA
GQBSG,CMDLA
GQBSG,CMDLA
GQBSG,CMDLA
GQBSG,CMDLA
GQBSG,CMDLA
CNJNZ,CNDLC
CNJNZ,CNDLC
CNJNZ,CNDLC
CNDLC,CNTAG
BRVIX,BRRIO
FIKEM,FIOUL
IDSUB,MYTPP
IDSUB,MYTPP
IDSUB,MYTPP
IDSUB,MYTPP
IDSUB,MYTPP
IDSUB,MYTPP
IDSUB,MYTPP
BEANR,DEBRV
DEBRV,SEHEL
SEHEL,DKAAR
DKAAR,ISREY
DEBRV,SEHEL
SEHEL,DKAAR
DKAAR,ISREY
DEBRV,SEHEL
SEHEL,DKAAR
DKAAR,ISREY
DEBRV,SEHEL
SEHEL,DKAAR
DKAAR,ISREY
EGALY,EGPSD
EGPSD,MTMLA
EGALY,EGPSD
EGPSD,MTMLA
EGALY,EGPSD
EGPSD,MTMLA
SGSIN,MYPKG
SGSIN,MYPKG
SGSIN,MYPKG
SGSIN,MYPKG
SGSIN,MYPKG
SGSIN,MYPKG
SGSIN,MYPKG
PAMIT,COBUN
COBUN,ECPSJ
ECPSJ,PECLL
CLSAI,PECLL
PECLL,ECPSJ
ECPSJ,COCTG
COCTG,DOCAU
GBLGP,DEHAM
DEHAM,BEANR
BEANR,DOCAU
DOCAU,COCTG
COCTG,PAMIT
PAMIT,COBUN
COBUN,ECPSJ
ECPSJ,PECLL
CLSAI,PECLL
PECLL,ECPSJ
MRNKC,CISPY
CISPY,CIABJ
CIABJ,SLFNA
SLFNA,ESLPA
ESALG,MAPTM
MRNKC,CISPY
CISPY,CIABJ
CIABJ,LRMLW
LRMLW,ESLPA
ESALG,MAPTM
MRNKC,CISPY
CISPY,CIABJ
CIABJ,SLFNA
SLFNA,ESLPA
ESSCT,ESLPA
ESSCT,ESLPA
ESSCT,ESLPA
ESSCT,ESLPA
ESSCT,ESLPA
ESSCT,ESLPA
ESSCT,ESLPA
ESSCT,ESLPA
ESSCT,ESLPA
ESVLC,ESCAD
ESCAD,ESSCT
ESSCT,ESLPA
ESLPA,ESSCT
ESVLC,ESCAD
ESCAD,ESSCT
ESSCT,ESLPA
ESLPA,ESSCT
ESVLC,ESCAD
ESCAD,ESSCT
ESSCT,ESLPA
ESLPA,ESSCT
ESVLC,ESCAD
ESCAD,ESSCT
ESSCT,ESLPA
ESLPA,ESSCT
ESVLC,ESCAD
ESCAD,ESSCT
ESSCT,ESLPA
ESLPA,ESSCT
ESVLC,ESCAD
ESCAD,ESSCT
ESSCT,ESLPA
ESLPA,ESSCT
ESVLC,ESCAD
THBKK,THLCH
THLCH,SGSIN
THBKK,THLCH
THLCH,SGSIN
THBKK,THLCH
THLCH,SGSIN
THBKK,THLCH
THLCH,SGSIN
THBKK,THLCH
THLCH,SGSIN
THBKK,THLCH
THLCH,SGSIN
SGSIN,MYPKG
SGSIN,MYPKG
SGSIN,MYPKG
SGSIN,MYPKG
NZAKL,PFPPT
NZAKL,PFPPT
NZAKL,PFPPT
NZAKL,PFPPT
NZTRG,NZAKL
FJLTK,WSAPW
WSAPW,TOTBU
NZTRG,NZAKL
NZTRG,NZAKL
FJLTK,WSAPW
WSAPW,TOTBU
NZTRG,NZAKL
NZTRG,NZAKL
NZTRG,NZAKL
WSAPW,TOTBU
NZTRG,NZAKL
NZTRG,NZAKL
FJLTK,WSAPW
WSAPW,TOTBU
NZTRG,NZAKL
NZTRG,NZAKL
FJLTK,WSAPW
WSAPW,TOTBU
WFMAU,WFSIG
FJLTK,WFMAU
WFMAU,WFSIG
FJLTK,WFMAU
WFMAU,WFSIG
FJLTK,WFMAU
WFMAU,WFSIG
FJLTK,WFMAU
WFMAU,WFSIG
BRSSZ,BRPNG
BRPNG,BRIBB
BRIBB,BRSSZ
BRSSZ,BRRIO
BRRIO,BRSSA
BRSSA,COCTG
COCTG,COTRB
COTRB,JMKIN
MXVER,MXATM
MXATM,USHOU
USHOU,USMSY
USMSY,DOCAU
DOCAU,COCTG
BRSSZ,BRPNG
BRPNG,BRIBB
BRIBB,BRSSZ
BRSSZ,BRRIO
BRRIO,BRSSA
BRSSA,COCTG
COCTG,COTRB
COTRB,JMKIN
BRIBB,BRSSZ
LKCMB,SGSIN
GBLGP,DEHAM
DEHAM,BEANR
BEANR,DOCAU
DOCAU,COCTG
COCTG,PAMIT
PAMIT,COBUN
COBUN,ECPSJ
ECPSJ,PECLL
CLSAI,PECLL
PECLL,ECPSJ
ECPSJ,COCTG
COCTG,DOCAU
GBLGP,DEHAM
DEHAM,BEANR
BEANR,DOCAU
DOCAU,COCTG
ALDRZ,HRRJK
HRRJK,SIKOP
SIKOP,ITSAL
ALDRZ,HRRJK
HRRJK,ITSAL
ALDRZ,HRRJK
HRRJK,ITSAL
ALDRZ,HRRJK
HRRJK,ITSAL
ALDRZ,HRRJK
HRRJK,ITSAL
ALDRZ,HRRJK
HRRJK,ITSAL
SGSIN,VNSGN
CNNBG,CNSHK
CNSHK,MYTPP
MYTPP,MUPLU
CNNBG,CNSHK
CNSHK,MYTPP
ZADUR,MUPLU
MUPLU,MYTPP
MZBEW,MZMNC
MZBEW,MZMNC
CNTOL,CNAQG
CNAQG,CNCZ1
CNTOL,CNAQG
CNAQG,CNCZ1
CNTOL,CNAQG
CNAQG,CNCZ1
SESKE,FITOR
FITOR,FIOUL
BEANR,FITOR
FITOR,FIOUL
BEANR,FIOUL
FIOUL,FITOR
BEANR,FIOUL
FIOUL,FITOR
BEANR,FIOUL
FIOUL,FITOR
BEANR,FIOUL
FIOUL,FITOR
BEANR,FIOUL
FIOUL,FITOR
SGSIN,THLCH
CLSAI,CLLQN
CLSAI,CLLQN
CLSAI,CLLQN
CLSAI,CLLQN
CLLQN,CLSAI
CLLQN,CLSAI
CNYIC,CNJGZ
CNJGZ,CNWUH
CNYIC,CNJGZ
CNJGZ,CNWUH
CNYIC,CNJGZ
CNJGZ,CNWUH
ITSPE,ITGOA
ITGOA,ITSPE
ITSPE,FRMRS
ITNAP,ITSPE
ITSPE,ITGOA
ITGOA,FRMRS
ITNAP,ITSPE
ITSPE,ITGOA
ITGOA,FRMRS
ITNAP,ITSPE
ITSPE,ITGOA
ITGOA,FRMRS
ITNAP,ITSPE
ITSPE,ITGOA
ITGOA,FRMRS
KRICH,CNNBG
TRIZM,TRALI
TRALI,TRAVC
TRAVC,TRGEB
TRGEB,TRGEM
TRGEM,MTMLA
