From_Port_Code,To_Port_Code
THLCH,PHMNL
PHMNL,VNUIH
VNUIH,VNC8Q
CNDLC,KRICH
CNSHK,CNNBG
CNNBG,VNHPH
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNLYG
CNLYG,CNSHK
VNSGN,CNSHK
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNLYG
CNLYG,CNSHK
VNSGN,CNSHK
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNLYG
CNLYG,CNSHK
VNSGN,CNSHK
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNLYG
CNLYG,CNSHK
VNSGN,CNSHK
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNLYG
CNLYG,CNSHK
JPTYO,JPNGO
JPNGO,JPYOK
JPYOK,TWKHH
TWKHH,CNSHK
CNSHK,CNNSA
THLCH,KHKOS
KHKOS,VNVUT
VNVUT,CNSHK
JPTYO,JPYOK
JPYOK,JPNGO
JPNGO,CNSHK
CNSHK,CNNSA
THLCH,KHKOS
KHKOS,VNVUT
VNVUT,CNSHK
THLCH,KHKOS
JPTYO,JPYOK
JPYOK,JPNGO
JPNGO,CNSHK
CNSHK,CNNSA
THLCH,KHKOS
KHKOS,VNVUT
VNVUT,CNSHK
JPTYO,JPYOK
JPYOK,JPNGO
JPNGO,CNSHK
CNSHK,CNNSA
JPUKB,JPNGO
JPNGO,JPTYO
JPTYO,JPYOK
JPYOK,CNNBG
JPUKB,JPNGO
JPNGO,JPTYO
JPTYO,JPYOK
JPYOK,CNNBG
JPUKB,JPNGO
JPNGO,JPTYO
JPTYO,JPYOK
JPYOK,CNNBG
CNSHK,CNNSA
THLCH,VNSGN
VNSGN,TWKEL
JPTYO,JPNGO
JPNGO,JPUKB
JPUKB,KRKAN
KRKAN,TWKHH
VNC8Q,THLCH
THLCH,VNSGN
VNSGN,TWKEL
JPTYO,JPYOK
JPYOK,JPNGO
JPNGO,JPUKB
JPUKB,KRKAN
KRKAN,TWKHH
VNC8Q,THLCH
THLCH,VNSGN
VNSGN,TWKEL
JPTYO,JPYOK
JPYOK,JPNGO
JPNGO,JPUKB
JPUKB,KRKAN
KRKAN,TWKHH
VNC8Q,THLCH
THLCH,VNSGN
VNSGN,TWKEL
JPTYO,JPYOK
JPYOK,JPNGO
PHDVO,PHGES
PHDVO,PHGES
PHDVO,PHGES
PHDVO,PHGES
PHDVO,PHGES
PHDVO,PHGES
PHDVO,PHGES
PHDVO,PHGES
PHDVO,PHGES
PHDVO,PHGES
PHDVO,PHGES
PHDVO,PHGES
CNNSA,CNSHK
BDCGP,SGSIN
SGSIN,MYPKG
MYPKG,VNDAD
VNDAD,VNNGH
VNNGH,VNHPH
CNNSA,CNSHK
BDCGP,SGSIN
SGSIN,MYPKG
MYPKG,VNDAD
VNDAD,VNNGH
VNNGH,VNHPH
CNNSA,CNSHK
BDCGP,SGSIN
SGSIN,MYPKG
BDCGP,SGSIN
SGSIN,MYPKG
MYPKG,VNDAD
VNDAD,VNNGH
VNNGH,VNHPH
CNNSA,CNSHK
BDCGP,SGSIN
SGSIN,MYPKG
MYPKG,VNDAD
VNDAD,VNNGH
VNNGH,VNHPH
CNNSA,CNSHK
BDCGP,SGSIN
SGSIN,MYPKG
MYPKG,VNDAD
VNDAD,VNNGH
VNNGH,VNHPH
CNNSA,CNSHK
CLPUQ,CLSVE
CLSAI,CLPUQ
CLPUQ,CLSVE
CLSAI,CLPUQ
CLPUQ,CLSVE
CLSAI,CLPUQ
CLPUQ,CLSVE
CLSAI,CLPUQ
CLPUQ,CLSVE
CLSAI,CLPUQ
CLPUQ,CLSVE
INHZA,INMUN
INMUN,LKCMB
LKCMB,MYPKG
PTLEI,PTSET
PTLEI,PTSET
PTLEI,PTSET
PTLEI,PTSET
PTLEI,PTSET
FIHEL,EETLL
EETLL,LVRIX
LVRIX,PLGDN
GBTEE,BEZEE
FIHEL,EETLL
EETLL,LVRIX
GBTEE,BEZEE
FIHEL,EETLL
EETLL,LVRIX
GBTEE,BEZEE
FIHEL,EETLL
EETLL,LVRIX
GBTEE,BEZEE
FIHEL,EETLL
EETLL,LVRIX
GBTEE,BEZEE
FIHEL,EETLL
EETLL,LVRIX
GBTEE,BEZEE
GBTEE,BEZEE
FIHEL,EETLL
EETLL,LVRIX
GBTEE,BEZEE
GBBEL,GBLIV
GBLIV,GBGRK
GBGRK,BEANR
GBLIV,IEDUB
IEDUB,GBGRK
GBGRK,FRLEH
GBLIV,IEDUB
IEDUB,GBGRK
GBGRK,FRLEH
GBLIV,IEDUB
IEDUB,GBGRK
GBGRK,FRLEH
GBLIV,IEDUB
IEDUB,GBGRK
GBGRK,FRLEH
GBLIV,IEDUB
IEDUB,GBGRK
GBGRK,FRLEH
BEANR,FRDKK
IEDUB,BEANR
GBLIV,IEDUB
IEDUB,GBGRK
GBGRK,FRLEH
GBLIV,IEDUB
IEDUB,GBGRK
GBGRK,FRLEH
GBLIV,IEDUB
IEDUB,GBGRK
GBGRK,FRLEH
GBLIV,IEDUB
IEDUB,GBGRK
GBGRK,FRLEH
GBLIV,IEDUB
IEDUB,GBGRK
GBGRK,FRLEH
FIHEL,EETLL
EETLL,LVRIX
GBTEE,BEZEE
FIHEL,EETLL
EETLL,LVRIX
GBTEE,BEZEE
FIHEL,EETLL
EETLL,LVRIX
GBTEE,BEZEE
FIHEL,EETLL
EETLL,LVRIX
GBTEE,BEZEE
FIHEL,EETLL
EETLL,LVRIX
GBTEE,BEZEE
IEDUB,GBLIV
GBLIV,GBBEL
DKAAR,LVRIX
LVRIX,PLGDN
PLGDN,PLSZZ
DKAAR,LVRIX
LVRIX,PLGDN
PLGDN,PLSZZ
DKAAR,LVRIX
LVRIX,PLGDN
PLGDN,PLSZZ
DKAAR,LVRIX
LVRIX,PLGDN
PLGDN,PLSZZ
DKAAR,LVRIX
LVRIX,PLGDN
PLGDN,PLSZZ
DKAAR,LVRIX
LVRIX,PLGDN
PLGDN,PLSZZ
DKAAR,LVRIX
LVRIX,PLGDN
PLGDN,PLSZZ
FRFOS,FRMRS
FRFOS,FRMRS
FRFOS,FRMRS
FRFOS,FRMRS
FRFOS,FRMRS
DZORN,MTMLA
ESALG,ESHUV
ESALG,ESHUV
ESALG,ESHUV
ESALG,ESHUV
ESALG,ESHUV
ESALG,ESHUV
ESALG,ESHUV
ESALG,ESHUV
ESALG,ESHUV
ESALG,ESHUV
ESALG,ESHUV
ESALG,ESHUV
ESALG,ESHUV
HRPLE,ITBRI
MEBAR,HRPLE
HRPLE,ITBRI
ITBRI,HRPLE
HRPLE,MEBAR
ITBRI,HRPLE
HRPLE,MEBAR
ITBRI,HRPLE
HRPLE,MEBAR
ITBRI,HRPLE
HRPLE,MEBAR
ITBRI,HRPLE
HRPLE,MEBAR
ITBRI,HRPLE
HRPLE,MEBAR
ITBRI,HRPLE
HRPLE,MEBAR
ITBRI,HRPLE
HRPLE,MEBAR
ITBRI,HRPLE
HRPLE,MEBAR
ANWIL,AWBAR
AWBAR,COCTG
ANWIL,AWBAR
AWBAR,COCTG
ANWIL,AWBAR
AWBAR,COCTG
ANWIL,AWBAR
AWBAR,COCTG
ANWIL,AWBAR
AWBAR,COCTG
JMKIN,COCTG
CVRAI,GWOXB
GWOXB,GMBJL
ESALG,MAPTM
GWOXB,GMBJL
ESALG,MAPTM
GWOXB,GMBJL
TTPTS,TTPOS
TTPOS,JMKIN
BSNAS,USPEF
USPEF,JMKIN
TTPTS,TTPOS
TTPOS,JMKIN
BSNAS,USPEF
USPEF,JMKIN
TTPTS,TTPOS
TTPOS,JMKIN
BSNAS,USPEF
USPEF,JMKIN
TTPTS,TTPOS
TTPOS,JMKIN
BSNAS,USPEF
USPEF,JMKIN
TTPTS,TTPOS
TTPOS,JMKIN
FRFOS,FRMRS
FRFOS,FRMRS
FRFOS,FRMRS
FRFOS,FRMRS
MTMLA,ESBCN
ESBCN,MTMLA
ESBCN,MTMLA
ESBCN,MTMLA
ESBCN,MTMLA
ESBCN,FRMRS
FRMRS,ESVLC
ESVLC,ESHUV
DZORN,DZMOS
ESBCN,FRMRS
FRMRS,ESVLC
ESVLC,ESHUV
DZORN,DZMOS
ESBCN,FRMRS
FRMRS,ESVLC
ESVLC,ESHUV
PRSJU,DOCAU
MXPGO,MXVER
MXVER,MXATM
JMKIN,PRSJU
PRSJU,DOCAU
DOCAU,JMKIN
MXPGO,MXVER
MXVER,MXATM
JMKIN,PRSJU
PRSJU,DOCAU
DOCAU,JMKIN
MXPGO,MXVER
MXVER,MXATM
JMKIN,PRSJU
PRSJU,DOCAU
DOCAU,JMKIN
MXPGO,MXVER
MXVER,MXATM
JMKIN,PRSJU
PRSJU,DOCAU
DOCAU,JMKIN
MXPGO,MXVER
MXVER,MXATM
FRMRS,ESVLC
ESVLC,ESHUV
ESBCN,FRMRS
FRMRS,ESVLC
ESVLC,ESHUV
DZORN,DZMOS
ESBCN,FRMRS
FRMRS,ESVLC
ESVLC,ESHUV
DZORN,DZMOS
ESBCN,FRMRS
FRMRS,ESVLC
ESVLC,ESHUV
AESHJ,AEKHL
AEKHL,AEJEA
QAHMD,SADMM
QAHMD,BHKBS
BHKBS,SADMM
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
AEKHL,AESHJ
SGSIN,IDSUB
SGSIN,IDSUB
SGSIN,IDSUB
SGSIN,IDSUB
SGSIN,IDSUB
CLSAI,CLPUQ
CLPUQ,CLSVE
CLSAI,CLPUQ
CLPUQ,CLSVE
CLSAI,CLPUQ
CLPUQ,CLSVE
CLSAI,CLPUQ
CLPUQ,CLSVE
CLSAI,CLPUQ
CLPUQ,CLSVE
CLSAI,CLPUQ
CLPUQ,CLSVE
INMUN,INPAV
INPAV,INNSA
INNSA,OMSLL
OMSLL,USNYC
USNYC,USCHS
USSAV,USHOU
USHOU,USORF
USORF,USNYC
USNYC,MAPTM
PTLIS,PTPDL
PTPDL,PTLEI
PTLEI,PTPDL
PTPDL,PTPRV
PTLEI,PTLIS
PTLIS,PTPDL
PTPDL,PTPRV
PTPRV,PTPDL
PTLEI,PTLIS
PTLIS,PTPDL
PTPDL,PTPRV
PTPRV,PTPDL
PTLEI,PTLIS
PTLIS,PTPDL
PTPDL,PTPRV
PTPRV,PTPDL
PTLEI,PTLIS
PTLIS,PTPDL
PTPDL,PTPRV
PTPRV,PTPDL
PTLEI,PTLIS
PTLIS,PTPDL
PTPDL,PTPRV
PTPRV,PTPDL
PTLEI,PTLIS
PTLIS,PTPDL
PTPDL,PTPRV
THLCH,VNVUT
VNVUT,VNHPH
VNHPH,CNXMN
CNXMN,CNNBG
CNDLC,CNNBG
CNNBG,CNTAO
CNXMN,VNVUT
VNVUT,SGSIN
DEHAM,BEZEE
CNNBG,CNXMN
USHOU,USMOB
USMOB,USTPA
CNNBG,CNXMN
CNXMN,CNSHK
CNSHK,CNNSA
CNNSA,SGSIN
CNNSA,CNXMN
CNXMN,CNTAO
CNTAO,CNNBG
CNXMN,VNVUT
VNVUT,SGSIN
CNNBG,CNXMN
CNTXG,CNDLC
CNDLC,CNXMN
CNXMN,CNSHK
CNSHK,SGSIN
LKCMB,INNSA
INNSA,INPAV
INPAV,MYPKG
MYPKG,SGSIN
CNTXG,CNDLC
CNDLC,CNXMN
CNXMN,CNSHK
CNSHK,SGSIN
LKCMB,INNSA
INNSA,INPAV
INPAV,MYPKG
MYPKG,SGSIN
CNTXG,CNTAO
CNTAO,CNNBG
THLCH,VNVUT
VNVUT,CNYPG
CNYPG,CNXMN
CNXMN,VNVUT
VNVUT,SGSIN
CNNBG,CNXMN
CNXMN,CNSHK
CNSHK,CNNSA
CNNSA,SGSIN
ESVLC,GRPIR
GRPIR,TRIZT
TRIZT,TRAVC
TRAVC,GRPIR
GRPIR,MYPKG
CNTXG,CNTAO
CNTAO,CNNBG
USNYC,USORF
USORF,USSAV
CNTXG,CNTAO
CNTAO,CNNBG
USNYC,USORF
USORF,USSAV
CNTXG,CNTAO
USLGB,CAPRR
CNTXG,CNTAO
CNTXG,CNTAO
USLGB,CAPRR
CNTXG,CNTAO
USLGB,CAPRR
CNNBG,CNTAO
CNTAO,MXESE
MXESE,MXZLO
CLSAI,MXZLO
MXZLO,CNXMN
CNXMN,VNHPH
VNHPH,CNNSA
CNNSA,CNTAO
CNTAO,CNNBG
CNTAO,CNNBG
CNNBG,MXZLO
CLSAI,MXZLO
MXZLO,CNXMN
CNXMN,VNHPH
VNHPH,CNYPG
USLGB,CNNBG
CNYPG,VNHPH
VNHPH,CNNBG
USLGB,CNNBG
CNYPG,VNHPH
VNHPH,CNNBG
MYPEN,MYPKG
MYPKG,CNNSA
CNXMN,CNNSA
CNNSA,SGSIN
SGSIN,MYPKG
MYPEN,MYPKG
MYPKG,CNNSA
CNXMN,CNNSA
CNNSA,SGSIN
SGSIN,MYPKG
MYPEN,MYPKG
MYPKG,CNNSA
CNXMN,CNNSA
CNNSA,SGSIN
SGSIN,MYPKG
MYPEN,MYPKG
MYPKG,CNNSA
TRIZT,GRPIR
GRPIR,MYPKG
CNNBG,CNXMN
CNXMN,CNSHK
CNSHK,CNNSA
CNNSA,SGSIN
ESVLC,GRPIR
GRPIR,TRIZT
TRIZT,TRAVC
THLCH,VNVUT
VNVUT,CNYPG
CNYPG,CNXMN
USNYC,USSAV
USSAV,USCHS
CNXMN,CNNSA
CNNSA,SGSIN
SGSIN,MYPKG
MYPEN,MYPKG
MYPKG,CNNSA
CNXMN,CNNSA
CNNSA,SGSIN
SGSIN,MYPKG
MYPEN,MYPKG
MYPKG,CNNSA
CNXMN,CNNSA
CNNSA,SGSIN
SGSIN,MYPKG
MYPEN,MYPKG
MYPKG,CNNSA
CNXMN,CNNSA
CNNSA,SGSIN
SGSIN,MYPKG
MYPEN,MYPKG
OMSOH,INMUN
INMUN,INNSA
INNSA,LKCMB
LKCMB,MAPTM
GBSOU,DEHAM
DEHAM,BEANR
BEANR,FRLEH
FRLEH,ESALG
CNTXG,CNTAO
USLGB,CAPRR
CNTXG,CNTAO
USLGB,CAPRR
CNXMN,VNVUT
VNVUT,SGSIN
DEHAM,BEZEE
BEZEE,GBFXT
CNTXG,CNTAO
CNTAO,CNNBG
USNYC,USORF
USORF,USSAV
BEZEE,GBFXT
GBFXT,DEHAM
DEHAM,MYPKG
CNXMN,VNVUT
VNVUT,SGSIN
VNVUT,SGSIN
DEHAM,BEZEE
BEZEE,GBFXT
GBFXT,MYPKG
CNTXG,CNTAO
CNTAO,CNNBG
USNYC,USORF
USORF,USSAV
CNSHK,CNNBG
CNNBG,CNTAO
CNTAO,MXZLO
PAMIT,COCTG
COCTG,JMKIN
JMKIN,DOCAU
CNXMN,CNSHK
AUSYD,AUMEL
AUMEL,AUBNE
CNXMN,CNSHK
AUSYD,AUMEL
AUMEL,AUBNE
CNXMN,CNSHK
AUSYD,AUMEL
GBSOU,BEANR
BEANR,DEBRV
DEBRV,FRLEH
USNYC,USORF
USORF,USCHS
USCHS,USSAV
GBSOU,BEANR
BEANR,DEBRV
DEBRV,FRLEH
USNYC,USORF
USORF,USCHS
USCHS,USSAV
USLGB,CNNBG
CNYPG,VNHPH
VNHPH,CNNBG
USLGB,CNNBG
CNYPG,VNHPH
VNHPH,CNNBG
USLGB,CAPRR
CNTXG,CNTAO
USLGB,CAPRR
CNTXG,CNTAO
CNTAO,CNNBG
CNNBG,CNNSA
CNNSA,MYTPP
MYTPP,SGSIN
CMKBI,NAWVB
NAWVB,SGSIN
CNTAO,CNNBG
CNNBG,CNNSA
CNXMN,VNHPH
CNNSA,CNXMN
CNXMN,CNTAO
CNTAO,CNNBG
CNNBG,MXZLO
CLSAI,MXZLO
MXZLO,MXESE
CNXMN,VNVUT
VNVUT,SGSIN
DEHAM,BEZEE
BEZEE,GBFXT
CNTXG,CNTAO
USLGB,CAPRR
CNTXG,CNTAO
CLSAI,MXZLO
MXZLO,CNXMN
CNXMN,VNHPH
CNNSA,CNXMN
CNXMN,CNTAO
CNTAO,CNNBG
AUMEL,AUSYD
AUSYD,AUADL
AUADL,AUFRE
MYPKG,MYTPP
MYTPP,SGSIN
AUMEL,AUSYD
AUSYD,AUADL
AUADL,AUFRE
MYPKG,MYTPP
USLGB,CNNBG
CNYPG,VNHPH
VNHPH,CNNBG
USLGB,CNNBG
CNYPG,VNHPH
VNHPH,CNNBG
USNYC,USORF
USORF,USSAV
USSAV,CNNBG
CNSHK,SGSIN
INNSA,INMUN
INMUN,PKKHI
PKKHI,SGSIN
VNHPH,CNXMN
CNXMN,CNNSA
USLAX,KRKAN
CNTAO,CNNBG
AUSYD,AUMEL
AUMEL,AUBNE
CNXMN,CNSHK
AUSYD,AUMEL
AUMEL,AUBNE
CNXMN,CNSHK
AUSYD,AUMEL
AUMEL,AUBNE
ITSPE,ITGOA
ITGOA,ESVLC
DEHAM,MYPKG
CNXMN,VNVUT
VNVUT,SGSIN
DEHAM,BEZEE
BEZEE,GBFXT
DEHAM,BEZEE
BEZEE,GBFXT
GBFXT,MYPKG
CNXMN,VNVUT
VNVUT,SGSIN
CNTAO,CNNBG
CNNBG,CNXMN
CNXMN,SGSIN
GBFXT,BEZEE
BEZEE,PLGDN
PLGDN,DEWVN
BRIOA,BRNVT
BRNVT,BRSSZ
BRSSZ,BRRIO
BRRIO,LKCMB
LKCMB,SGSIN
CNTAO,CNNBG
CNNBG,CNSHK
CNSHK,SGSIN
SGSIN,BRRIO
BRRIO,BRSSZ
BRPNG,BRIOA
BRIOA,BRNVT
DEHAM,BEANR
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNNBG
CNNBG,SGSIN
CNTXG,CNTAO
CNTAO,CNNBG
USNYC,USORF
USORF,USSAV
CNTXG,CNTAO
BRRIO,BRSSZ
BRPNG,BRIOA
BRIOA,BRNVT
BRNVT,BRSSZ
BRSSZ,BRRIO
BRRIO,LKCMB
LKCMB,SGSIN
CNTAO,CNNBG
CNNBG,CNSHK
CNSHK,SGSIN
USNYC,USORF
USORF,USSAV
CNTXG,CNTAO
CNTAO,CNNBG
USNYC,USORF
USORF,USSAV
CNNBG,SGSIN
DEHAM,BEANR
BRRIO,LKCMB
LKCMB,SGSIN
CNTAO,CNNBG
CNNBG,CNSHK
CNSHK,SGSIN
SGSIN,BRRIO
BRRIO,BRSSZ
BRPNG,BRIOA
BRIOA,BRNVT
BRNVT,BRSSZ
BRSSZ,BRRIO
CNNBG,SGSIN
SGSIN,BRRIO
BRRIO,BRSSZ
BRNVT,UYMVD
UYMVD,ARBUE
ARBUE,BRPNG
BRPNG,BRSSZ
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNNBG
CNNBG,SGSIN
DEHAM,BEANR
DEHAM,BEANR
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNNBG
CNNBG,SGSIN
CNXMN,VNVUT
VNVUT,SGSIN
DEHAM,BEZEE
BEZEE,GBFXT
THLCH,VNVUT
VNVUT,VNHPH
VNHPH,CNXMN
CNXMN,CNNBG
USLGB,CNNBG
CNNBG,CNNSA
THLCH,VNVUT
VNVUT,VNHPH
VNHPH,CNXMN
CNXMN,CNNBG
CNNBG,CNXMN
CNXMN,CNSHK
CNSHK,CNNSA
CNNSA,SGSIN
ESVLC,GRPIR
GRPIR,TRIZT
TRIZT,TRAVC
TRAVC,MYPKG
CNNBG,CNXMN
BEZEE,DEHAM
DEHAM,BEANR
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNNBG
CNNBG,SGSIN
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNNBG
CNNBG,SGSIN
DEHAM,BEANR
CNTXG,CNTAO
CNTAO,CNNBG
USNYC,USORF
USORF,USSAV
CNTXG,CNTAO
CNTAO,CNNBG
CNNBG,CNSHK
CNSHK,SGSIN
SGSIN,BRRIO
BRRIO,BRSSZ
BRPNG,BRIOA
BRIOA,BRNVT
BRNVT,BRSSZ
BRSSZ,BRRIO
BRRIO,LKCMB
LKCMB,SGSIN
CNTAO,CNNBG
CNNBG,CNSHK
CNNBG,TWKHH
TWKHH,SGSIN
GRPIR,ITGOA
ITGOA,ITSPE
ITSPE,FRFOS
FRFOS,ESVLC
ESVLC,SGSIN
CNTAO,CNNBG
CNTAO,CNNBG
USNYC,USORF
USORF,USSAV
CNTXG,CNTAO
CNTAO,CNNBG
CNNSA,TWKHH
THLCH,VNVUT
VNVUT,VNHPH
VNHPH,CNXMN
CNXMN,CNNBG
USLGB,CNNBG
CNNBG,CNNSA
THLCH,VNVUT
VNVUT,VNHPH
VNHPH,CNXMN
CNXMN,CNNBG
LKCMB,SGSIN
CNTAO,CNNBG
CNNBG,CNSHK
CNSHK,SGSIN
SGSIN,BRRIO
BRRIO,BRSSZ
BRPNG,BRIOA
BRIOA,BRNVT
BRNVT,BRSSZ
BRSSZ,BRRIO
BRRIO,LKCMB
CNTAO,CNNBG
CNNBG,TWKHH
TWKHH,SGSIN
GRPIR,ITGOA
ITGOA,ITSPE
ITSPE,FRFOS
FRFOS,ESVLC
ESVLC,SGSIN
GBFXT,DEHAM
DEHAM,BEZEE
BEZEE,MYPKG
CNXMN,VNVUT
VNVUT,SGSIN
CNNBG,SGSIN
SGSIN,BRRIO
BRRIO,BRSSZ
BRNVT,UYMVD
UYMVD,ARBUE
ARBUE,BRPNG
BRPNG,BRSSZ
BEZEE,DEHAM
DEHAM,MYPKG
CNXMN,VNVUT
VNVUT,SGSIN
DEHAM,BEZEE
BEZEE,GBFXT
DEHAM,BEANR
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNNBG
CNNBG,SGSIN
CNNBG,CNXMN
CNXMN,CNSHK
CNSHK,CNNSA
CNNSA,SGSIN
ESVLC,GRPIR
GRPIR,TRIZT
TRIZT,TRAVC
TRAVC,GRPIR
CNTAO,CNNBG
CNNBG,TWKHH
TWKHH,SGSIN
GRPIR,ITGOA
ITGOA,ITSPE
ITSPE,FRFOS
FRFOS,ESVLC
COCTG,PAMIT
PAMIT,COBUN
COBUN,ECPSJ
ECPSJ,PECLL
CLSAI,PECLL
PECLL,ECPSJ
ECPSJ,COCTG
COCTG,DOCAU
GBLGP,DEHAM
DEHAM,BEANR
BEANR,DOCAU
DOCAU,COCTG
COCTG,PAMIT
PAMIT,COBUN
COBUN,ECPSJ
ECPSJ,PECLL
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNNBG
CNNBG,SGSIN
DEHAM,BEANR
DEHAM,BEANR
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNNBG
CNNBG,SGSIN
DEHAM,BEANR
GRPIR,ITGOA
ITGOA,ITSPE
ITSPE,FRFOS
FRFOS,ESVLC
ESVLC,SGSIN
CNTAO,CNNBG
CNNBG,TWKHH
CLSAI,MXZLO
MXZLO,CNXMN
CNXMN,VNHPH
VNHPH,CNYPG
CNNSA,CNXMN
CNXMN,CNTAO
CNTAO,CNNBG
CNNBG,MXZLO
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNNBG
CNNBG,SGSIN
DEHAM,BEANR
CNTAO,CNNBG
CNNBG,CNSHK
CNSHK,SGSIN
SGSIN,BRRIO
BRRIO,BRSSZ
BRPNG,BRIOA
BRIOA,BRNVT
BRNVT,BRSSZ
BRSSZ,BRRIO
BRRIO,LKCMB
LKCMB,SGSIN
CNDLC,CNTAO
CNTAO,CNNBG
CNNBG,SGSIN
DEHAM,BEANR
CNTAO,MXESE
MXZLO,COBUN
COBUN,ECGYE
ECGYE,CNDLC
AUSYD,AUMEL
AUMEL,AUBNE
CNXMN,CNSHK
AUSYD,AUMEL
AUMEL,AUBNE
CNXMN,CNSHK
AUSYD,AUMEL
AUMEL,AUBNE
CNXMN,CNSHK
ESVLC,GRPIR
GRPIR,TRIZT
TRIZT,TRAVC
TRAVC,MYPKG
CNNBG,CNXMN
CNXMN,CNSHK
CNSHK,CNNSA
CNNBG,CNNSA
THLCH,VNVUT
VNVUT,VNHPH
VNHPH,CNXMN
CNXMN,CNNBG
USLGB,CNNBG
CNNBG,CNNSA
THLCH,VNVUT
VNVUT,VNHPH
VNHPH,CNXMN
CNXMN,CNNBG
CNNBG,CNXMN
USHOU,USMOB
USMOB,USTPA
CNNBG,CNXMN
USHOU,USMOB
USMOB,USTPA
CNNBG,CNXMN
USHOU,USMOB
USMOB,USTPA
ESVLC,ESBCN
ESBCN,ITSPE
ITSPE,ITGOA
ITGOA,ITSAL
ANWIL,AWBAR
AWBAR,COCTG
ANWIL,AWBAR
AWBAR,COCTG
ANWIL,AWBAR
AWBAR,COCTG
ANWIL,AWBAR
AWBAR,COCTG
JMKIN,COCTG
ANWIL,AWBAR
AWBAR,COCTG
CMKBI,NAWVB
NAWVB,SGSIN
CNTAO,CNNBG
CNNBG,CNNSA
CNNSA,MYTPP
MYTPP,SGSIN
CNNBG,CNXMN
CNXMN,CNSHK
CNSHK,CNNSA
CNNSA,SGSIN
ESVLC,GRPIR
GRPIR,TRIZT
TRIZT,TRAVC
TRAVC,GRPIR
MYPKG,CNTAO
CNTAO,CNNBG
CNNBG,CNNSA
CNNSA,SGSIN
CLSAI,MXZLO
MXZLO,CNXMN
CNXMN,VNHPH
VNHPH,CNYPG
CNNSA,CNXMN
CNXMN,CNTAO
CNTAO,CNNBG
DEHAM,BEANR
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,CNNBG
CNNBG,SGSIN
CNTXG,CNTAO
USLGB,CAPRR
CNTXG,CNTAO
USLGB,CNNBG
CNNBG,CNNSA
THLCH,VNVUT
VNVUT,VNHPH
VNHPH,CNXMN
CNXMN,CNNBG
USLGB,CNNBG
CNNBG,CNNSA
THLCH,VNVUT
VNVUT,VNHPH
CNXMN,CNNBG
USLGB,CNNBG
CNNBG,CNNSA
THLCH,VNVUT
VNVUT,VNHPH
VNHPH,CNXMN
CNXMN,CNNBG
CNXMN,VNVUT
VNVUT,SGSIN
DEHAM,BEZEE
BEZEE,GBFXT
GBFXT,MYPKG
MYPKG,CNTAO
CNTAO,CNNBG
CNNBG,CNNSA
CNNSA,SGSIN
ESVLC,GRPIR
GRPIR,TRIZT
TRIZT,TRAVC
TRAVC,MYPKG
CNNBG,CNXMN
CNXMN,CNSHK
CNSHK,CNNSA
CNNSA,SGSIN
VNVUT,CNSHK
CNSHK,CNNBG
CNNBG,CNTAO
CNTAO,MXZLO
PAMIT,COCTG
COCTG,JMKIN
JMKIN,DOCAU
DEHAM,CNXMN
CNXMN,VNVUT
VNVUT,SGSIN
CNNBG,CNXMN
CNXMN,CNSHK
CNSHK,CNNSA
CNNSA,SGSIN
ESVLC,GRPIR
GRPIR,TRIZT
TRIZT,TRAVC
TRAVC,GRPIR
INMUN,INNSA
INNSA,PKKHI
PKKHI,MAPTM
GBSOU,DEHAM
DEHAM,BEANR
BEANR,FRLEH
GRPIR,ITSPE
ITSPE,ITGOA
ITGOA,FRFOS
FRFOS,ESVLC
ESVLC,SGSIN
CNTAO,CNNBG
CNNBG,TWKHH
TWKHH,SGSIN
MYPKG,CNNBG
CNNBG,CNXMN
CNXMN,CNSHK
CNSHK,CNNSA
CNTXG,CNTAO
USLGB,CAPRR
CNTXG,CNTAO
GBSOU,DEHAM
DEHAM,BEANR
BEANR,FRLEH
FRLEH,ESALG
AEKHL,AEJEA
AEJEA,INNSA
INNSA,INMUN
INMUN,OMSOH
USLGB,CNNBG
CNNBG,CNNSA
THLCH,VNVUT
VNVUT,VNHPH
VNHPH,CNXMN
